gene,control_1_poly,control_2_poly,control_3_poly,control_4_poly,treatment_1_poly,treatment_2_poly,treatment_3_poly,treatment_4_poly
simGenes_8942,1222,1109,1359,909,1831,1075,1612,1678
simGenes_8943,5552,5953,5076,5250,6426,5228,5696,5264
simGenes_8944,111,65,133,102,76,98,81,93
simGenes_8945,375,515,242,497,309,336,334,388
simGenes_8946,3762,4466,3288,3565,3850,3796,3066,3859
simGenes_8947,1676,2633,2895,2238,2817,2252,2073,2410
simGenes_8948,539,336,544,265,295,449,440,461
simGenes_8949,504,540,528,619,525,563,550,558
simGenes_8950,3036,3594,4153,4069,3830,3058,3278,3651
simGenes_8951,326,406,379,225,447,373,149,282
simGenes_8952,1709,1207,920,1129,1177,710,1033,1008
simGenes_8953,1198,990,1210,1014,1051,888,1011,1185
simGenes_8954,137,125,138,104,163,111,150,85
simGenes_8955,1316,1399,561,1138,868,845,857,1111
simGenes_8956,2580,2442,2915,1726,2357,2579,2174,2172
simGenes_8957,1966,2350,2868,2571,2488,2585,1814,2520
simGenes_8958,4915,5234,4950,4579,5400,4784,5219,5470
simGenes_8959,2958,3579,3028,3995,3405,2966,3005,3478
simGenes_8960,2666,2486,2787,2066,2616,2519,2098,2223
simGenes_8961,454,236,283,353,275,476,269,501
simGenes_8962,437,812,535,523,632,647,933,533
simGenes_8963,3983,3920,4019,3724,1649,1749,1682,1774
simGenes_8964,2149,2266,2158,2042,1163,1196,1461,1379
simGenes_8965,141764,150803,213550,189005,475971,521610,257186,452165
simGenes_8966,16366,19048,21316,25427,8808,11001,11870,13604
simGenes_8967,964,907,868,790,885,972,1088,869
simGenes_8968,4135,3800,3726,3975,3793,2950,3675,4165
simGenes_8969,2024,1503,2866,2456,2258,2014,1794,2583
simGenes_8970,85,113,99,192,157,72,145,107
simGenes_8971,3738,2920,1194,1266,2636,3509,3494,2529
simGenes_8972,1383,1709,1505,1532,1429,1300,1136,1132
simGenes_8973,240,543,575,591,332,865,459,527
simGenes_8974,683,531,684,504,897,596,466,920
simGenes_8975,221,233,256,211,538,404,501,684
simGenes_8976,1195,913,880,918,967,942,700,1127
simGenes_8977,3488,4094,4043,2957,5758,4311,4429,4101
simGenes_8978,541,606,555,729,486,568,754,585
simGenes_8979,633,864,724,827,863,756,603,742
simGenes_8980,369,456,339,276,363,340,453,477
simGenes_8981,631,639,576,625,603,580,620,647
simGenes_8982,6638,7724,6180,6775,6295,5344,6449,5876
simGenes_8983,6520,6048,6389,6880,5421,5718,7073,6188
simGenes_8984,11301,6584,9525,12538,11832,12992,8559,13377
simGenes_8985,5260,5757,4921,5570,4982,4892,5205,5795
simGenes_8986,7767,5573,4457,6393,2867,5371,5046,6535
simGenes_8987,42644,49327,31942,41105,28883,27522,24595,24079
simGenes_8988,722,647,769,607,568,711,848,732
simGenes_8989,201,174,257,401,192,161,271,240
simGenes_8990,130,228,198,255,165,189,199,274
simGenes_8991,6615,7048,6438,5260,7668,6725,5695,8763
simGenes_8992,6930,9753,12166,8523,8852,7679,4700,5232
simGenes_8993,144417,165311,167108,177120,219378,191191,174914,201932
simGenes_8994,1542,1747,1695,1526,1858,2051,1839,1583
simGenes_8995,7264,5414,6412,7018,5666,4835,6895,5944
simGenes_8996,1002,1226,1143,1234,1100,1194,1154,1246
simGenes_8997,244,364,347,260,208,161,299,241
simGenes_8998,3785,3792,4596,3949,3689,3365,4212,3718
simGenes_8999,224,133,143,92,123,114,235,169
simGenes_9000,240,155,311,209,241,246,182,373
simGenes_9001,141,59,152,158,139,204,101,128
simGenes_9002,5136,4535,4326,5136,4032,4964,4427,4331
simGenes_9003,2635,2659,2705,3121,2710,2667,2281,2591
simGenes_9004,103623,156623,121118,75344,138232,121161,125255,107894
simGenes_9005,3126,3288,3370,3456,6470,6258,6549,6709
simGenes_9006,9307,11983,16387,14133,13198,16409,11304,13129
simGenes_9007,25332,27249,23375,28114,27518,31866,23125,22665
simGenes_9008,5305,5872,6372,5548,5619,5928,5782,5379
simGenes_9009,1147,1190,1252,1082,1195,1140,1085,1049
simGenes_9010,82,159,82,81,74,45,76,51
simGenes_9011,4529,4220,4380,4311,3934,4132,4471,4404
simGenes_9012,2285,2428,2532,2446,7437,5346,6081,5181
simGenes_9013,1622,1401,1743,1690,1358,1484,1779,1728
simGenes_9014,86,231,229,54,352,289,219,311
simGenes_9015,361,314,403,376,336,406,393,378
simGenes_9016,227,179,192,163,191,223,204,203
simGenes_9017,253,202,265,318,165,168,200,301
simGenes_9018,1661,1187,1208,1061,1363,1334,1438,1301
simGenes_9019,324,251,395,314,360,217,307,215
simGenes_9020,638,1030,926,512,266,426,342,405
simGenes_9021,3894,3892,3799,2420,4160,3904,3075,2706
simGenes_9022,348,262,327,282,526,401,312,410
simGenes_9023,632,732,771,677,745,738,787,867
simGenes_9024,7260,6435,6515,7850,6493,7214,6478,7442
simGenes_9025,600,464,725,695,681,812,275,468
simGenes_9026,6457,6366,6869,5787,3477,4786,4317,4623
simGenes_9027,2199,2281,2091,1761,2910,2234,5876,5205
simGenes_9028,7151,6578,6674,7019,2940,3385,3248,3730
simGenes_9029,14992,15167,15904,16707,16011,15740,16953,14880
simGenes_9030,197,164,95,130,114,206,167,235
simGenes_9031,719,752,709,785,764,584,834,782
simGenes_9032,72,75,113,92,222,264,276,245
simGenes_9033,2411,2950,2435,2691,3711,2761,2225,2133
simGenes_9034,473,413,416,417,389,416,498,447
simGenes_9035,6408,7001,8996,6898,8614,6279,7740,6693
simGenes_9036,672,1438,2276,5061,2330,3152,1031,2334
simGenes_9037,260,282,296,265,311,231,249,219
simGenes_9038,448724,632190,863376,959761,753310,899822,813881,860369
simGenes_9039,6416,5472,6077,5493,5375,6060,6992,5148
simGenes_9040,3783,3369,3995,4452,2998,3991,3772,3862
simGenes_9041,786,548,790,950,705,551,778,671
simGenes_9042,722,545,1116,362,603,679,973,977
simGenes_9043,2566,2212,2619,2477,2340,2311,2381,2438
simGenes_9044,237,500,615,449,465,591,363,515
simGenes_9045,188,153,269,268,85,197,292,179
simGenes_9046,1389,1760,778,1556,1235,1328,1062,1856
simGenes_9047,2029,2384,2158,2731,2717,1966,2208,3006
simGenes_9048,1603,1679,1567,1988,1244,1521,1256,1442
simGenes_9049,3577,3744,3922,3724,3353,3772,3898,3902
simGenes_9050,783,821,788,775,778,842,792,699
simGenes_9051,497,389,390,504,186,229,312,88
simGenes_9052,2544,2574,2069,2026,2370,2508,3060,2111
simGenes_9053,1811,1132,972,767,1484,851,1170,1005
simGenes_9054,2331,2702,2653,1988,1456,1640,1902,1660
simGenes_9055,2013,1097,2320,1499,821,953,861,1398
simGenes_9056,1166,857,574,979,478,334,510,402
simGenes_9057,12163,13220,11822,12433,11569,13583,10754,12861
simGenes_9058,4403,4601,4931,3967,3828,3819,3808,4401
simGenes_9059,2377,2531,2736,2893,2557,2811,3108,2497
simGenes_9060,2885,2234,2244,2581,2173,2245,2500,2559
simGenes_9061,1457,1681,938,2206,1481,1424,1487,1515
simGenes_9062,5593,5953,3799,3907,3192,4324,3419,3734
simGenes_9063,45,35,59,86,52,103,62,62
simGenes_9064,788,1447,1141,652,1188,749,1129,855
simGenes_9065,664,350,400,484,368,436,467,459
simGenes_9066,4698,3618,2697,4410,3617,4106,3914,3163
simGenes_9067,1637,1682,1533,1805,1638,1631,1728,1690
simGenes_9068,1418,1330,1438,1651,1177,1306,994,1243
simGenes_9069,259,212,191,151,217,148,305,357
simGenes_9070,211,244,390,367,232,437,226,277
simGenes_9071,729,767,756,559,542,769,570,566
simGenes_9072,270,427,345,171,247,166,175,230
simGenes_9073,168,138,331,147,349,209,432,360
simGenes_9074,3542,3874,3608,3606,4412,3444,3542,3597
simGenes_9075,602,603,718,824,653,475,396,683
simGenes_9076,3841,1835,1985,2437,2558,5820,1013,3273
simGenes_9077,438,616,426,528,445,388,552,429
simGenes_9078,12175,9227,9758,10178,8348,11466,10845,11320
simGenes_9079,22614,31306,25425,23761,25717,32176,33322,21197
simGenes_9080,17675,17828,18296,20468,19710,18578,16678,18146
simGenes_9081,10017,6870,7349,6668,8742,9790,4667,6320
simGenes_9082,18733,16953,19293,16893,18518,16890,19241,18428
simGenes_9083,281,203,216,176,195,203,210,347
simGenes_9084,14026,18722,12076,13946,11640,11413,6164,12274
simGenes_9085,1175,1436,2495,1156,1508,1175,2039,1512
simGenes_9086,850,813,777,768,819,795,902,746
simGenes_9087,40,117,33,44,65,90,38,52
simGenes_9088,147,149,288,181,255,297,215,450
simGenes_9089,563,639,558,554,629,537,569,630
simGenes_9090,2364,2186,1590,1893,2006,1543,1966,1716
simGenes_9091,319,318,314,299,299,306,312,307
simGenes_9092,128,102,110,66,56,95,124,73
simGenes_9093,19833,19487,22130,21915,22088,20170,21424,18555
simGenes_9094,2272,1344,1788,1680,878,797,723,746
simGenes_9095,341,270,430,435,400,401,427,433
simGenes_9096,259,431,488,398,303,251,392,224
simGenes_9097,471,434,389,435,741,281,503,615
simGenes_9098,142,116,77,91,25,24,44,30
simGenes_9099,1209,1403,1174,1237,1229,1331,1440,1219
simGenes_9100,4073,3592,3481,3057,10016,9727,7676,8555
simGenes_9101,6706,6938,7055,6755,2954,2809,2368,2111
simGenes_9102,903,1691,1028,1414,843,1143,911,1156
simGenes_9103,133,235,174,153,115,106,181,209
simGenes_9104,886,869,908,1014,1113,1038,967,1015
simGenes_9105,1820,1601,1653,1877,1717,1641,1933,1551
simGenes_9106,257,228,269,334,140,106,49,119
simGenes_9107,1191,1519,845,937,1669,745,1454,810
simGenes_9108,142,63,86,93,113,69,176,104
simGenes_9109,1787,1901,2678,2079,1631,1545,1796,1885
simGenes_9110,3659,3408,3474,3485,3928,3368,3420,3602
simGenes_9111,284,329,248,252,254,254,277,279
simGenes_9112,2045,2069,1903,2214,1987,2160,1991,2031
simGenes_9113,182,248,186,280,531,318,272,400
simGenes_9114,162,227,266,236,263,241,178,327
simGenes_9115,604,663,534,626,594,625,597,643
simGenes_9116,3611,4454,3418,2911,3722,4158,4036,3592
simGenes_9117,37857,39584,53055,31934,30616,39311,28364,31440
simGenes_9118,685,768,703,1084,659,653,703,642
simGenes_9119,1222,1272,1184,1046,1892,1427,832,990
simGenes_9120,330,531,480,430,505,405,440,457
simGenes_9121,2082,1613,1488,2317,2014,1117,1456,1182
simGenes_9122,2768,2774,2551,3290,3260,2024,2603,2908
simGenes_9123,1478,802,1547,1655,2221,1387,1248,1030
simGenes_9124,412,432,846,404,713,1048,738,983
simGenes_9125,10309,4576,8134,4112,6373,8426,6635,5179
simGenes_9126,2250,2656,3018,1736,2410,2685,2081,2278
simGenes_9127,2173,2612,2360,2277,4086,5503,4979,5620
simGenes_9128,2177,2224,2135,2028,2023,2219,2327,2144
simGenes_9129,2365,1506,2590,2717,1876,1274,2045,1988
simGenes_9130,332,377,404,394,181,141,144,147
simGenes_9131,1901,2328,1915,2622,1757,2608,1676,2571
simGenes_9132,1288,1219,1290,1245,892,1014,1201,925
simGenes_9133,2796,2754,2749,3069,2466,2947,2947,3071
simGenes_9134,6708,7222,6280,5198,7320,6662,7933,6822
simGenes_9135,7151,6016,5045,4751,5073,4976,4935,6317
simGenes_9136,1815,2881,2704,1766,2440,3227,4425,1640
simGenes_9137,31030,26989,28965,27883,30582,28965,28690,30510
simGenes_9138,365,403,409,460,745,987,903,855
simGenes_9139,253,270,406,256,129,586,134,307
simGenes_9140,410,709,203,479,394,213,451,501
simGenes_9141,4745,4158,4080,4093,3883,4103,4312,3508
simGenes_9142,21120,29350,33174,32293,72216,70849,62222,73594
simGenes_9143,2467,1470,1734,1060,1139,1301,1639,1938
simGenes_9144,3226,3174,2880,3663,2738,3469,3448,3435
simGenes_9145,1785,1667,1580,1416,1789,2108,1537,1383
simGenes_9146,532,609,599,714,359,606,821,549
simGenes_9147,2275,2028,1751,2129,2511,2098,2006,839
simGenes_9148,1983,2367,2453,2034,4703,5154,4413,6258
simGenes_9149,226,347,194,443,332,263,210,257
simGenes_9150,1731,3185,2697,2302,2241,3197,2496,2246
simGenes_9151,382,355,286,367,609,553,515,606
simGenes_9152,1537,1925,2322,2024,2112,2210,1500,1777
simGenes_9153,139,232,268,242,128,270,271,179
simGenes_9154,3280,4282,3978,3757,3813,4059,3685,4591
simGenes_9155,1937,1892,1455,1596,2507,1837,2133,1734
simGenes_9156,113,74,94,81,117,145,139,148
simGenes_9157,727,414,583,1284,1650,1892,1900,1677
simGenes_9158,867,747,704,833,726,779,963,884
simGenes_9159,356,375,558,406,609,496,424,348
simGenes_9160,327,426,241,292,289,402,325,281
simGenes_9161,4584,4263,4094,4436,4490,4301,4262,4502
simGenes_9162,304,319,483,297,348,341,421,319
simGenes_9163,6008,5695,5870,5308,5821,5586,5834,6321
simGenes_9164,7415,7337,7122,7167,6263,5599,6650,6423
simGenes_9165,1750,1699,1969,1703,1667,1758,2007,2122
simGenes_9166,45,123,41,63,58,108,76,51
simGenes_9167,308,120,309,276,399,186,281,139
simGenes_9168,809,972,980,1146,1037,1041,793,642
simGenes_9169,1189,1062,1254,1218,3352,3806,3657,3785
simGenes_9170,1243,889,1964,1790,762,1808,1295,2197
simGenes_9171,534,462,497,528,474,574,457,440
simGenes_9172,133,186,150,184,162,149,197,186
simGenes_9173,2265,2128,2352,1960,2330,1970,2165,2071
simGenes_9174,812,829,1045,743,666,673,1045,841
simGenes_9175,2410,1725,2454,2626,2426,2318,2201,1941
simGenes_9176,13100,13165,15058,12079,11011,12194,12903,12615
simGenes_9177,8293,7705,4037,5354,9290,9259,5777,6508
simGenes_9178,3238,2917,2301,3270,3792,3748,2700,2870
simGenes_9179,4436,5498,5150,5955,5015,5264,4325,4145
simGenes_9180,242,241,194,164,244,467,340,336
simGenes_9181,4718,5523,5136,4735,4606,4632,4667,4591
simGenes_9182,545,604,587,592,610,550,578,572
simGenes_9183,1379,2139,1985,1978,2189,2196,1868,2247
simGenes_9184,2320,3211,2618,2548,2143,2923,3483,2847
simGenes_9185,153,156,165,135,147,143,97,101
simGenes_9186,400,359,384,262,251,181,445,438
simGenes_9187,136,132,102,120,120,163,146,96
simGenes_9188,285,215,239,272,265,315,272,256
simGenes_9189,11017,9466,8492,8312,8843,8646,8406,8677
simGenes_9190,759,561,901,881,965,1020,731,741
simGenes_9191,611,333,738,283,451,1306,338,376
simGenes_9192,2542,2449,3690,2188,2256,3527,3175,2592
simGenes_9193,5686,5436,4809,5428,5282,6259,6113,6191
simGenes_9194,485,542,931,655,829,679,896,990
simGenes_9195,3009,2766,2876,3039,3023,2973,2983,2829
simGenes_9196,87,65,81,59,31,15,15,30
simGenes_9197,6153,6621,6008,5858,6167,5920,5895,6532
simGenes_9198,8627,8747,8622,9264,9371,9560,9232,10136
simGenes_9199,2970,2893,2881,2465,3039,2968,2973,2977
simGenes_9200,2615,3632,3225,3217,3380,2630,2799,2726
simGenes_9201,880,530,838,385,646,467,281,208
simGenes_9202,816,762,726,737,767,718,798,731
simGenes_9203,1177,826,566,1412,1407,761,985,693
simGenes_9204,174,133,145,150,98,134,85,91
simGenes_9205,671,474,751,715,636,880,701,555
simGenes_9206,175,127,198,233,182,146,194,166
simGenes_9207,54,71,123,49,128,86,85,71
simGenes_9208,230,206,217,134,227,208,161,132
simGenes_9209,1106,1161,1509,1723,1226,1077,1415,1666
simGenes_9210,2720,2563,2953,2537,2274,3004,2379,2791
simGenes_9211,1381,1294,1664,1232,793,1284,841,1242
simGenes_9212,321,243,340,478,645,369,575,417
simGenes_9213,6708,8589,8466,8693,21116,19952,20924,19660
simGenes_9214,2847,2690,2808,2149,2551,3229,2266,2507
simGenes_9215,10244,9269,9638,9863,10448,11224,11822,9648
simGenes_9216,5581,5479,5661,5668,5595,5420,6168,5605
simGenes_9217,311,285,377,283,514,277,292,375
simGenes_9218,3062,2830,2615,2680,3163,2953,2123,3033
simGenes_9219,137,117,155,124,784,383,427,271
simGenes_9220,1128,933,1133,924,1347,1128,1208,821
simGenes_9221,1318,943,794,1012,1147,821,932,646
simGenes_9222,1319,1496,1443,1516,1834,1817,1361,1441
simGenes_9223,988,638,1127,642,1259,1103,984,1168
simGenes_9224,10013,9251,11638,9011,11103,11480,12211,10443
simGenes_9225,9416,8661,10024,8786,21356,23548,24265,22237
simGenes_9226,638,614,496,540,445,466,511,540
simGenes_9227,699,982,1293,967,873,1190,946,777
simGenes_9228,669,908,604,704,773,992,1064,771
simGenes_9229,312,346,340,336,275,381,311,584
simGenes_9230,1042,507,1981,494,518,305,382,500
simGenes_9231,7161,7284,8433,8174,7990,8393,7237,7259
simGenes_9232,411,475,840,470,694,616,375,670
simGenes_9233,7922,6595,6043,7561,8228,7179,8837,8041
simGenes_9234,4018,6328,4824,8898,4587,7794,4775,5732
simGenes_9235,2493,2313,2426,2621,2505,2129,2509,2584
simGenes_9236,629,702,585,645,443,531,741,666
simGenes_9237,555,747,683,794,749,833,1054,975
simGenes_9238,749,724,649,730,765,793,699,712
simGenes_9239,4116,4759,4559,4779,3999,4764,3750,3807
simGenes_9240,179,219,190,177,238,245,172,188
simGenes_9241,973,1357,963,998,1139,1226,1189,987
simGenes_9242,138,90,81,87,209,65,122,143
simGenes_9243,395,477,376,600,460,370,439,428
simGenes_9244,12441,12483,12527,12577,10983,12294,11399,11353
simGenes_9245,961,514,658,864,728,477,479,390
simGenes_9246,265,228,252,166,391,272,346,291
simGenes_9247,2720,2685,1233,2060,1556,2603,3200,4745
simGenes_9248,3495,3476,3537,3333,3898,3364,3567,4028
simGenes_9249,3888,3885,4254,5748,4012,6345,3141,5130
simGenes_9250,33,57,118,88,88,150,70,40
simGenes_9251,4537,7377,5291,4894,4816,5467,6030,5864
simGenes_9252,1734,1382,1209,1189,1356,1521,1161,1141
simGenes_9253,798,779,832,822,819,738,786,1133
simGenes_9254,96,113,99,82,79,106,77,113
simGenes_9255,1564,642,879,776,1278,1271,942,1494
simGenes_9256,3001,2902,3488,2704,3188,3087,3282,2539
simGenes_9257,853,1280,871,1011,900,959,1050,952
simGenes_9258,469,526,465,500,526,424,515,493
simGenes_9259,1397,1236,1432,1372,1046,1420,1232,1280
simGenes_9260,1883,3097,1302,1995,1341,1177,1979,2122
simGenes_9261,2921,4384,2916,2967,3356,4790,3189,4462
simGenes_9262,5309,6923,4357,6996,7518,6189,5535,6423
simGenes_9263,855,464,1063,885,714,707,528,930
simGenes_9264,1156,1836,1101,1543,990,1108,1077,937
simGenes_9265,907,1175,815,1344,867,922,751,489
simGenes_9266,3415,3077,2960,2051,2878,3677,3618,3183
simGenes_9267,437,398,196,317,514,240,406,344
simGenes_9268,1244,1255,1716,1417,1597,1699,1368,1210
simGenes_9269,147,124,140,91,119,136,85,123
simGenes_9270,1164,792,1152,702,465,829,1014,768
simGenes_9271,3824,3408,3547,3574,3553,3320,3501,3735
simGenes_9272,790,793,917,722,921,856,881,881
simGenes_9273,624,406,706,744,501,696,328,367
simGenes_9274,690,673,522,680,567,774,1042,713
simGenes_9275,6206,4910,4362,7191,6135,5831,6301,5556
simGenes_9276,4270,5002,4743,5024,4054,5378,5530,4544
simGenes_9277,848,886,683,803,760,1188,847,1095
simGenes_9278,220,487,547,463,375,600,496,295
simGenes_9279,1928,2167,2579,2730,2327,2068,2375,2383
simGenes_9280,60,96,71,108,80,92,64,63
simGenes_9281,1042,783,668,1172,1241,1210,1058,1368
simGenes_9282,2187,2629,1999,2748,2320,2069,2967,2281
simGenes_9283,3008,3003,3276,3455,3130,2978,3244,3501
simGenes_9284,1557,1289,1856,1478,1374,1195,1410,1305
simGenes_9285,2021,2415,1844,1967,1934,1870,2113,2164
simGenes_9286,870,835,750,801,876,785,742,760
simGenes_9287,558,381,639,344,220,657,519,483
simGenes_9288,229,248,252,279,236,239,234,232
simGenes_9289,1209,1029,1231,1331,832,1229,948,1113
simGenes_9290,797,948,718,900,1058,993,1088,897
simGenes_9291,1191,1476,1526,1288,1288,1286,1418,1324
simGenes_9292,265,250,305,255,354,328,306,313
simGenes_9293,323,136,1296,925,1103,986,928,565
simGenes_9294,133,146,176,95,149,147,172,105
simGenes_9295,718,728,603,641,835,767,744,994
simGenes_9296,6638,7059,6343,5265,6327,5455,5702,7275
simGenes_9297,478,549,424,507,429,512,598,506
simGenes_9298,1521,1722,1482,1611,2001,1284,1473,1525
simGenes_9299,6038,5004,6953,5108,6281,6018,5116,5205
simGenes_9300,654,677,865,899,672,841,761,826
simGenes_9301,1778,2858,2650,2476,5604,5609,5538,5560
simGenes_9302,2649,2845,2333,2790,2644,2805,3008,2559
simGenes_9303,156,124,75,35,67,113,118,57
simGenes_9304,242,95,102,186,124,270,75,67
simGenes_9305,810,834,797,801,881,841,887,806
simGenes_9306,562,515,496,553,690,670,630,495
simGenes_9307,1892,2194,1558,1615,2498,2335,2631,1817
simGenes_9308,456,497,437,549,548,509,464,538
simGenes_9309,606,477,582,446,396,447,364,483
simGenes_9310,1078,916,654,1102,1048,1009,923,813
simGenes_9311,3921,3422,3013,2977,3622,3947,3759,3653
simGenes_9312,4136,4831,5362,5390,4675,7336,4711,6761
simGenes_9313,616,664,482,558,276,555,186,152
simGenes_9314,1130,1712,1461,1725,1324,1730,1209,1517
simGenes_9315,276,176,299,249,179,189,320,282
simGenes_9316,377,202,218,260,143,173,288,346
simGenes_9317,1569,2564,2168,1946,1501,2420,2619,2723
simGenes_9318,20286,18853,18006,16368,18116,19155,15431,15933
simGenes_9319,3394,3185,3327,3375,3252,3366,3046,3259
simGenes_9320,1666,1779,1708,1683,1645,1722,1759,1767
simGenes_9321,17747,16375,17204,14533,17231,16433,20544,17015
simGenes_9322,4398,4653,4364,4966,4402,5014,5077,4496
simGenes_9323,641,789,672,746,753,749,673,640
simGenes_9324,1337,1411,1274,1419,1236,1318,1284,1201
simGenes_9325,152,230,165,242,327,252,169,254
simGenes_9326,1347,1386,1520,1573,1913,1245,1405,1197
simGenes_9327,4409,4470,4444,4247,4380,4295,4179,4266
simGenes_9328,50,74,62,66,55,69,95,96
simGenes_9329,2202,1656,2394,1908,2021,1787,1845,1889
simGenes_9330,3754,4203,3457,3437,4181,3695,3552,2989
simGenes_9331,286,463,437,927,270,258,259,268
simGenes_9332,2010,1724,2680,2035,1876,2312,1804,1925
simGenes_9333,1429,1325,1551,1577,2195,1399,2304,1720
simGenes_9334,2370,2854,2414,2465,2970,2919,2435,2891
simGenes_9335,3073,3565,2827,4602,3791,1852,3633,4194
simGenes_9336,455,310,696,464,336,358,250,476
simGenes_9337,5347,5473,5430,5213,5196,5284,5242,5438
simGenes_9338,1331,1167,1426,1699,1399,1156,1261,1189
simGenes_9339,2866,3112,4410,3460,4700,4034,2384,4165
