gene,control_1_cyto,control_2_cyto,control_3_cyto,control_4_cyto,treatment_1_cyto,treatment_2_cyto,treatment_3_cyto,treatment_4_cyto
simGenes_8255,3285,5363,2533,2696,5878,6208,6115,6821
simGenes_8256,6187,9525,7972,5544,6993,6303,7043,6940
simGenes_8257,1741,1858,2039,1674,1539,1691,2257,1853
simGenes_8258,2822,2774,2301,2529,3030,2258,2995,2710
simGenes_8259,726,1020,785,1122,2254,2142,2195,2180
simGenes_8260,902,861,798,1179,799,765,856,1031
simGenes_8261,630,645,552,668,584,578,513,584
simGenes_8262,318,159,300,188,228,216,222,365
simGenes_8263,4375,4255,4242,4450,4387,4425,4435,4375
simGenes_8264,339,158,535,442,645,497,367,289
simGenes_8265,1825,1734,1765,1959,3901,3919,4037,4895
simGenes_8266,1093,1077,1144,675,892,655,1075,548
simGenes_8267,1401,1327,1090,1991,2021,1697,2330,1804
simGenes_8268,1855,2331,2060,2022,1960,2307,2357,2004
simGenes_8269,512,467,617,572,448,482,667,492
simGenes_8270,275,239,181,307,246,255,196,175
simGenes_8271,455,326,305,340,361,582,494,385
simGenes_8272,128,135,183,178,185,169,186,165
simGenes_8273,2890,3161,2878,3161,3155,3157,2772,3203
simGenes_8274,399,460,892,549,444,597,435,601
simGenes_8275,257,288,265,280,335,391,297,281
simGenes_8276,1255,1250,1198,1138,1428,1069,1216,1423
simGenes_8277,1539,1893,593,2630,3076,3574,1645,1773
simGenes_8278,1229,1726,1350,1588,1569,1462,2238,916
simGenes_8279,8291,6888,9577,9956,7538,6338,9725,8902
simGenes_8280,11651,10543,10295,10064,9917,10051,11077,10278
simGenes_8281,1678,1953,1818,1842,3714,3714,3639,3573
simGenes_8282,2039,2074,1410,2030,1833,2218,866,1155
simGenes_8283,1912,2259,2116,1498,1628,1542,1843,1573
simGenes_8284,1021,973,1158,605,657,679,798,936
simGenes_8285,2289,1993,2495,2112,2505,2592,2746,2402
simGenes_8286,1979,2831,2462,3036,3077,2298,4339,1846
simGenes_8287,1725,729,1490,1083,1025,1793,1397,1113
simGenes_8288,6430,5765,6046,5700,5303,6052,6115,5584
simGenes_8289,871,1089,844,1094,998,1009,1068,914
simGenes_8290,888,773,356,480,910,723,491,867
simGenes_8291,4474,3902,3658,4101,3275,3329,3974,4061
simGenes_8292,389,341,369,277,387,565,387,354
simGenes_8293,3334,3199,1755,2957,2194,3210,2291,3331
simGenes_8294,2747,2072,3349,2074,3143,2762,2850,1867
simGenes_8295,1500,1065,1594,1409,1227,1114,1417,1144
simGenes_8296,1564,3345,3017,1534,976,3163,3350,1599
simGenes_8297,470,588,384,603,347,465,439,352
simGenes_8298,2622,2719,2731,2885,2862,2784,2777,2984
simGenes_8299,2196,2107,2066,2341,2184,2113,1913,1945
simGenes_8300,11897,12574,13580,13183,12793,13125,12923,13072
simGenes_8301,1851,1515,1375,1326,1618,1937,2339,1104
simGenes_8302,1163,1055,999,756,1136,740,1144,883
simGenes_8303,13583,15494,10083,13819,14403,13062,12180,15583
simGenes_8304,1546,1550,1635,1748,2190,2089,2210,2066
simGenes_8305,143,163,205,108,136,196,181,183
simGenes_8306,2380,2694,2952,2994,2948,1798,2613,2306
simGenes_8307,1177,696,937,789,1279,920,861,1098
simGenes_8308,210,159,169,149,156,194,177,173
simGenes_8309,2520,3016,3207,2972,1193,1592,1234,1295
simGenes_8310,2749,3659,3205,4804,3811,3445,3192,3038
simGenes_8311,369,406,458,373,208,139,83,177
simGenes_8312,990,870,770,942,462,394,424,462
simGenes_8313,794,743,823,779,790,822,978,826
simGenes_8314,8087,6639,8068,6478,8170,8006,6661,6709
simGenes_8315,1364,1804,1688,1742,1725,1559,1806,1904
simGenes_8316,2947,2756,3122,2812,3214,3063,2906,3076
simGenes_8317,1051,858,911,952,1236,1040,1246,1066
simGenes_8318,323,217,306,277,257,218,281,288
simGenes_8319,2811,4926,3003,3296,3757,3839,2434,3381
simGenes_8320,2004,2177,1958,3228,3524,2463,2127,2915
simGenes_8321,970,1096,547,815,718,1117,1480,933
simGenes_8322,16051,9693,9366,10053,11547,15542,12176,7191
simGenes_8323,241,385,291,218,180,330,262,192
simGenes_8324,1690,1249,1499,1577,1351,1419,1365,1338
simGenes_8325,3708,3850,3661,3913,3698,3772,3734,3831
simGenes_8326,1308,1384,1025,1017,828,852,1102,1345
simGenes_8327,144,124,108,54,74,110,48,31
simGenes_8328,2277,1998,2270,2123,1914,2074,1952,2740
simGenes_8329,7268,8039,7859,8274,9073,7487,10023,8419
simGenes_8330,4790,5305,5416,6701,5787,5313,5712,5401
simGenes_8331,1128,2691,1675,1516,1030,2293,2131,890
simGenes_8332,8329,7812,7117,7735,7695,9377,8137,7999
simGenes_8333,6051,4332,5219,5047,6872,5145,5813,5151
simGenes_8334,227,202,214,218,225,215,233,203
simGenes_8335,308,513,233,378,645,276,335,401
simGenes_8336,294,540,585,858,448,739,474,758
simGenes_8337,1376,3250,3460,1493,5169,4346,2562,5126
simGenes_8338,13054,12872,14396,15137,13105,13940,13545,12911
simGenes_8339,1999,1960,2041,2483,2164,2754,2159,2376
simGenes_8340,156,308,122,185,251,246,265,253
simGenes_8341,391,526,573,469,508,553,620,528
simGenes_8342,9940,8948,8055,13839,6904,12859,10847,13659
simGenes_8343,401,369,318,344,301,347,342,306
simGenes_8344,158,170,158,148,172,201,183,158
simGenes_8345,1893,1770,1858,1954,2009,1894,2133,1860
simGenes_8346,265,288,228,258,259,420,239,326
simGenes_8347,7007,5030,6818,5744,8503,4225,5423,8291
simGenes_8348,3266,4633,3322,2764,4385,3940,2856,3493
simGenes_8349,4060,3819,2988,6127,3732,3265,4833,3728
simGenes_8350,2190,2744,2383,2248,2603,2612,2453,2447
simGenes_8351,534,341,295,682,391,190,401,598
simGenes_8352,195,444,417,438,363,432,242,169
simGenes_8353,2630,2675,2664,2585,2516,3355,2511,3095
simGenes_8354,2595,2152,928,1270,539,588,505,514
simGenes_8355,18888,24413,22769,26004,22140,23481,23258,22510
simGenes_8356,544,958,769,848,584,935,429,1329
simGenes_8357,252,280,395,486,372,358,236,418
simGenes_8358,14003,9818,9463,10352,9563,8264,7516,7800
simGenes_8359,71,150,117,65,128,56,55,65
simGenes_8360,3105,3084,2845,3055,1457,1549,1600,1767
simGenes_8361,2637,2866,2389,2029,2556,1991,2000,2390
simGenes_8362,2068,2466,2661,2564,2435,2642,2441,2287
simGenes_8363,671,557,860,633,768,599,737,888
simGenes_8364,98,127,142,127,196,142,165,178
simGenes_8365,2664,2531,3190,2012,3253,1967,2850,2691
simGenes_8366,4167,4221,4582,4650,4474,4184,4665,5178
simGenes_8367,2215,2839,2393,2422,2255,2486,2643,2230
simGenes_8368,3778,3902,3759,3684,3823,3960,3720,3742
simGenes_8369,252,288,205,249,257,272,270,296
simGenes_8370,4524,4092,3616,4206,2387,2505,2405,2503
simGenes_8371,1998,1799,1701,1758,1678,1710,1762,2027
simGenes_8372,990,770,941,1019,855,1164,1022,714
simGenes_8373,1522,2112,1382,1874,1558,2436,1258,1731
simGenes_8374,2337,2523,2364,3084,2691,2193,2865,2560
simGenes_8375,3692,4879,4243,3550,3819,3906,4570,4585
simGenes_8376,577,541,645,594,517,492,579,638
simGenes_8377,426,471,384,595,445,432,571,362
simGenes_8378,2568,2959,2822,2298,2567,2497,2441,2447
simGenes_8379,647,1015,1217,675,934,966,1069,895
simGenes_8380,3862,3961,4034,3751,9788,9755,12190,11313
simGenes_8381,3986,4499,3270,3825,4259,2976,3927,2517
simGenes_8382,688,1271,1057,810,843,986,965,875
simGenes_8383,146,240,168,125,64,192,127,113
simGenes_8384,2864,3059,3150,3265,6830,4976,3827,7063
simGenes_8385,1336,1157,1246,1494,974,1414,823,1078
simGenes_8386,2406,2548,2875,2838,2734,2274,2950,2670
simGenes_8387,978,1254,1018,1325,876,1047,1142,1152
simGenes_8388,3163,3503,6994,4552,3344,7846,6861,8057
simGenes_8389,1772,1727,1842,2088,1823,1455,1112,1613
simGenes_8390,418,388,311,388,354,219,374,320
simGenes_8391,1054,722,1236,928,1091,1142,1172,1099
simGenes_8392,511,387,374,417,387,480,360,388
simGenes_8393,182,181,196,177,193,210,158,126
simGenes_8394,5434,4965,4562,4680,4478,4900,4262,4708
simGenes_8395,4357,4614,3664,4477,3673,4128,4189,4300
simGenes_8396,227,239,200,210,553,243,432,456
simGenes_8397,1660,4160,3391,3780,6234,2926,2026,5427
simGenes_8398,240,100,74,212,117,106,94,107
simGenes_8399,5229,4952,6772,3509,4897,5002,5109,4671
simGenes_8400,976,1158,983,1154,1035,1221,962,944
simGenes_8401,186,408,287,289,441,469,276,535
simGenes_8402,1240,890,748,681,378,1271,1027,977
simGenes_8403,138,128,163,154,114,198,47,104
simGenes_8404,319,375,381,268,332,313,245,318
simGenes_8405,6192,3373,5243,5083,3817,8739,5893,3702
simGenes_8406,2925,2446,2223,2804,2026,2567,2436,1716
simGenes_8407,995,1090,1233,1188,947,1021,780,1006
simGenes_8408,7590,7387,8035,10172,8892,7030,7844,10111
simGenes_8409,3308,3886,3496,3669,4554,4348,3818,3925
simGenes_8410,840,1065,1062,1003,1190,1095,1367,1359
simGenes_8411,2159,2334,2340,2141,1624,5210,2202,5150
simGenes_8412,5930,6724,7027,6912,5348,6859,6624,6311
simGenes_8413,3546,3150,3710,3835,3482,3684,3221,3741
simGenes_8414,553,655,489,711,737,679,1128,745
simGenes_8415,587,1556,1078,342,1651,889,774,588
simGenes_8416,2444,2118,2031,2213,2008,2109,2234,2159
simGenes_8417,7798,8499,7773,7426,8287,8200,8153,7814
simGenes_8418,160,239,200,246,165,227,193,165
simGenes_8419,3723,4151,3909,3783,4151,3462,3462,3567
simGenes_8420,2624,2610,2720,2549,2758,2541,2753,2917
simGenes_8421,278,229,280,233,200,149,297,302
simGenes_8422,1401,1471,736,1754,1254,1408,1459,1439
simGenes_8423,1723,1908,1957,1954,1634,1891,2060,2791
simGenes_8424,2650,2277,2477,2677,3308,1592,2250,2682
simGenes_8425,1092,817,828,971,1038,880,760,880
simGenes_8426,7858,6067,6086,6150,4329,8369,8648,5319
simGenes_8427,2115,2042,2196,2271,1967,2360,2138,2186
simGenes_8428,6348,5302,5757,5566,6523,5034,5647,6860
simGenes_8429,3487,3095,3581,3380,3396,4033,3308,3324
simGenes_8430,196,77,170,120,96,90,105,234
simGenes_8431,1568,1774,1773,1661,1677,1724,1755,1735
simGenes_8432,487,472,570,400,522,581,451,319
simGenes_8433,15657,11857,13878,16733,20209,20309,20428,23261
simGenes_8434,102,122,104,117,224,253,315,244
simGenes_8435,397,1324,1189,1448,1237,922,223,488
simGenes_8436,859,772,885,800,791,778,812,859
simGenes_8437,301,191,261,190,238,360,553,716
simGenes_8438,528,126,409,444,157,164,104,170
simGenes_8439,1324,954,755,908,1138,849,948,841
simGenes_8440,396,329,408,433,325,384,318,471
simGenes_8441,3046,2951,3011,3369,3302,3162,3184,3541
simGenes_8442,540,769,353,471,516,337,539,440
simGenes_8443,4221,3564,4169,3784,3553,4120,3369,3617
simGenes_8444,324,277,272,274,276,255,251,319
simGenes_8445,3680,4880,3984,3898,3918,3856,7155,4007
simGenes_8446,2482,2439,2310,2389,707,1124,727,399
simGenes_8447,1568,1763,785,1062,1124,751,1294,1031
simGenes_8448,1449,1886,1756,1327,1856,1783,1105,1999
simGenes_8449,553,520,461,437,421,529,475,508
simGenes_8450,56,203,63,78,73,140,87,81
simGenes_8451,1586,1401,1746,1665,1466,1570,1718,1568
simGenes_8452,2190,2686,2359,2957,9080,5962,7491,7089
simGenes_8453,4641,3914,5288,4683,15567,11899,13748,11296
simGenes_8454,187,208,175,232,554,546,584,572
simGenes_8455,392,470,446,354,573,500,393,460
simGenes_8456,780,488,493,531,592,392,568,697
simGenes_8457,1599,1562,1279,1765,1736,2159,1493,1924
simGenes_8458,910,1076,813,1059,984,947,1180,1337
simGenes_8459,2677,1692,1095,1743,4333,2691,3609,3975
simGenes_8460,1751,2576,2176,1551,2454,2786,2925,1473
simGenes_8461,4830,3498,4460,4308,3816,4209,3883,4270
simGenes_8462,233,235,212,144,177,81,137,137
simGenes_8463,471,905,373,934,925,457,854,832
simGenes_8464,10675,11465,11243,9431,11145,11382,9462,10592
simGenes_8465,547,1669,1179,1247,1440,1312,2015,1526
simGenes_8466,423,291,340,357,695,282,525,404
simGenes_8467,72,146,64,99,75,179,58,77
simGenes_8468,1211,1173,1245,1204,1197,1253,1201,1225
simGenes_8469,6706,6733,7083,6826,6685,6372,6769,6668
simGenes_8470,1326,1085,1759,1443,1363,1414,1193,1995
simGenes_8471,2658,1888,2730,2332,6398,6209,6332,6493
simGenes_8472,14810,13469,11399,13748,14038,13713,12590,13737
simGenes_8473,1167,898,985,1106,1125,943,1374,1769
simGenes_8474,3580,1840,4126,2770,3536,2557,4265,1930
simGenes_8475,5140,4617,3933,5347,3257,5181,3833,4230
simGenes_8476,9713,9687,9616,9168,10038,11206,9756,8406
simGenes_8477,1835,1290,1656,976,1530,1407,2068,1452
simGenes_8478,1333,1253,1457,1428,1343,1248,1235,1500
simGenes_8479,2472,2296,2417,2600,2375,2065,2485,2558
simGenes_8480,295,286,150,336,424,385,185,167
simGenes_8481,70,70,71,60,58,64,50,54
simGenes_8482,12306,12283,11237,10399,12017,12654,11152,12505
simGenes_8483,7586,6540,7749,6615,8934,5131,6008,5340
simGenes_8484,3798,4710,4525,4501,4758,4026,3751,4789
simGenes_8485,5038,4293,5022,4533,4196,4164,4829,4821
simGenes_8486,6959,6923,7574,8213,13805,14319,12925,13440
simGenes_8487,3629,4153,3627,3722,3321,3641,3911,3281
simGenes_8488,2318,3336,3000,2862,3542,2542,2460,2542
simGenes_8489,5827,17256,8980,22005,6509,12987,15720,10915
simGenes_8490,3063,3100,2611,2534,2767,3287,2407,3353
simGenes_8491,38103,37422,40845,38413,89872,112298,99310,105477
simGenes_8492,640,726,553,497,439,577,676,596
simGenes_8493,1796,2036,1685,2379,2417,2696,2628,2298
simGenes_8494,4626,4531,5070,4430,4288,3782,4572,4339
simGenes_8495,703,536,669,638,713,522,570,551
simGenes_8496,3681,3003,3561,3639,3224,3440,4152,3282
simGenes_8497,640,729,669,666,663,837,625,715
simGenes_8498,1606,1610,1380,1379,1855,1594,1646,1323
simGenes_8499,1077,1414,1189,1373,1394,1351,1182,1021
simGenes_8500,603,270,305,393,132,497,310,442
simGenes_8501,447,281,491,375,496,541,390,594
simGenes_8502,628,644,567,686,610,578,725,616
simGenes_8503,3455,3221,3689,3507,3017,3536,4375,3510
simGenes_8504,1911,1196,1608,1834,1990,2022,1520,1540
simGenes_8505,1945,2911,2547,2539,1786,2798,2054,2685
simGenes_8506,9292,8893,9829,8230,8652,9132,7961,9025
simGenes_8507,970,698,608,831,862,776,880,700
simGenes_8508,1598,1465,1551,1447,1373,1214,1313,1386
simGenes_8509,1526,843,1773,1514,1341,1280,1633,1501
simGenes_8510,515,435,568,235,381,494,594,440
simGenes_8511,328,392,364,380,379,507,373,326
simGenes_8512,15733,15252,16010,15733,15000,15452,15707,15782
simGenes_8513,490,768,617,493,553,502,566,394
simGenes_8514,2792,2249,2811,1840,1470,1228,1787,1343
simGenes_8515,577,649,608,439,390,463,516,531
simGenes_8516,7238,6807,4920,8506,6465,7252,6929,2135
simGenes_8517,1641,1701,1828,1713,1947,1905,1700,1799
simGenes_8518,818,583,850,763,731,627,644,966
simGenes_8519,352,360,443,544,263,387,500,514
simGenes_8520,1810,3049,3340,3379,5378,5211,4992,4264
simGenes_8521,1015,967,1092,701,1143,675,1096,889
simGenes_8522,1761,1764,1582,2197,1598,2533,2045,1873
simGenes_8523,1332,1205,861,786,577,756,854,933
simGenes_8524,228,213,274,193,240,224,210,292
simGenes_8525,1329,909,943,1022,1185,1246,995,721
simGenes_8526,511,510,430,494,534,425,541,471
simGenes_8527,6314,5678,5957,5595,5526,6443,4648,5353
simGenes_8528,1139,1113,1601,1507,1181,1346,1629,1668
simGenes_8529,2901,2898,2673,2766,2840,2612,2641,2864
simGenes_8530,2015,1775,1914,2348,1908,1730,1887,2540
simGenes_8531,96,138,128,123,82,101,128,159
simGenes_8532,2006,2211,2063,1920,1938,1866,2436,3173
simGenes_8533,2680,2859,2693,3166,2663,3040,3199,3251
simGenes_8534,3206,2954,2800,2490,2362,2592,2317,2480
simGenes_8535,4124,3750,2189,3829,6835,3837,3349,2546
simGenes_8536,827,932,1121,1047,2542,3109,2884,3133
simGenes_8537,924,808,833,652,960,724,984,915
simGenes_8538,4166,3708,4150,4717,2099,4662,4784,3315
simGenes_8539,1004,936,834,895,1212,923,1152,660
simGenes_8540,3939,4137,3698,3986,3863,4201,4246,3844
simGenes_8541,1269,1150,1589,1422,1477,1524,1370,1379
simGenes_8542,1042,1159,1125,1103,1461,1554,1448,1296
simGenes_8543,1063,1172,838,747,1372,1189,1168,1111
simGenes_8544,380,613,562,542,447,404,481,459
simGenes_8545,993,1280,1540,1559,981,1331,1027,831
simGenes_8546,6352,6491,6611,6483,6872,6564,6901,7458
simGenes_8547,462,609,495,334,612,659,637,502
simGenes_8548,1104,1146,1157,1269,1223,1217,1050,1148
simGenes_8549,5635,5820,5796,5762,5744,5480,5834,5900
simGenes_8550,1887,3007,2370,1507,2168,2347,2446,2231
simGenes_8551,734,759,397,1007,482,923,747,719
simGenes_8552,12312,14092,11272,11864,11690,12035,11314,10900
simGenes_8553,3518,4246,3449,4290,6173,7544,5737,5500
simGenes_8554,694,692,652,688,691,718,673,661
simGenes_8555,3098,3194,3095,3458,2649,2768,2471,2721
simGenes_8556,5292,5083,2886,5931,6674,6519,6048,7046
simGenes_8557,383,491,466,558,944,706,522,686
simGenes_8558,4236,4169,3959,3674,4474,4539,4034,4571
simGenes_8559,1071,975,700,692,895,902,1119,772
simGenes_8560,1170,980,1046,1312,855,895,1039,733
simGenes_8561,1176,1476,1365,1801,1494,1068,739,1259
simGenes_8562,185,104,226,136,302,282,113,333
simGenes_8563,10556,8892,9391,10174,8719,9908,9105,8237
simGenes_8564,2502,2135,2320,2296,1915,2137,2105,2119
simGenes_8565,2251,2361,2391,2245,2284,2416,2445,2272
simGenes_8566,1907,1889,2192,2972,2176,2283,2701,2858
simGenes_8567,3981,3530,3936,3602,3591,4038,3795,3980
simGenes_8568,3215,2611,3208,3385,3400,3184,2270,2639
simGenes_8569,1771,1808,1309,1418,1673,1358,937,1294
simGenes_8570,934,1074,782,1033,879,1134,894,1113
simGenes_8571,2289,2476,2347,2603,2057,2127,2226,2266
simGenes_8572,125,264,161,197,150,185,210,105
simGenes_8573,1126,718,992,621,573,742,773,545
simGenes_8574,1246,2191,1585,2093,1017,658,560,1359
simGenes_8575,1395,1680,2149,1684,1098,2026,2253,2611
simGenes_8576,1371,945,812,922,1229,694,738,1102
simGenes_8577,2533,4085,3255,4271,6227,6125,5531,5773
simGenes_8578,5821,6782,6469,6961,6437,7016,6980,6544
simGenes_8579,2844,3102,2971,3613,3238,3232,3544,3329
simGenes_8580,8322,8775,8503,7684,7729,6508,7520,7468
simGenes_8581,2461,1712,3643,2440,3851,3901,3237,1880
simGenes_8582,2373,1633,1703,2129,1429,1643,1653,1705
simGenes_8583,1779,1735,2093,1587,2040,1805,1771,1603
simGenes_8584,25182,39021,21755,35307,31694,18429,28792,29362
simGenes_8585,4191,2642,4296,2832,4061,3109,3448,2860
simGenes_8586,452,587,944,522,571,612,914,628
simGenes_8587,3083,3024,3074,3081,3091,3247,2969,3084
simGenes_8588,2447,4872,3632,2562,2090,2647,2806,4261
simGenes_8589,3770,3812,3889,3867,4312,4109,4026,3787
simGenes_8590,1424,1404,1900,1250,1524,1481,1412,2337
simGenes_8591,453,295,365,167,95,177,153,189
simGenes_8592,722,1100,1416,880,1135,966,830,847
simGenes_8593,987,1162,1261,1057,1140,1085,936,1297
simGenes_8594,9375,7077,9269,7433,9503,7521,7643,6505
simGenes_8595,5310,5435,5206,4863,4462,4577,4945,5774
simGenes_8596,677,675,744,643,2301,1778,1046,2018
simGenes_8597,630,1440,1377,1646,784,780,1206,960
simGenes_8598,211,211,266,195,224,95,252,133
simGenes_8599,1351,1097,1233,1023,833,1177,1093,1415
simGenes_8600,296,544,732,229,313,581,592,328
simGenes_8601,577,582,392,698,503,588,411,482
simGenes_8602,1741,1781,2143,2025,1771,1730,1664,1760
simGenes_8603,4150,2579,3004,2696,992,1135,1171,1298
simGenes_8604,765,777,714,557,576,692,788,627
simGenes_8605,3787,4401,3013,4520,3237,4783,3511,4666
simGenes_8606,1047,1426,1381,1140,1020,1298,1118,905
simGenes_8607,2755,2983,2973,2864,2681,2734,2495,2674
simGenes_8608,1832,2318,1591,3121,2428,1355,1639,1053
simGenes_8609,1071,1260,827,1234,442,297,283,227
simGenes_8610,873,1377,1020,1372,1183,1099,1174,1194
simGenes_8611,857,916,866,909,838,886,870,867
simGenes_8612,97,169,127,99,119,149,96,89
simGenes_8613,2997,2851,3113,2394,3196,3031,2668,2861
simGenes_8614,1021,1236,860,1215,910,1331,1525,1987
simGenes_8615,9161,6192,6526,6372,6486,6944,7504,6808
simGenes_8616,4606,3597,3795,4167,3899,3609,3878,3580
simGenes_8617,209,255,293,340,251,255,238,385
simGenes_8618,8771,8635,9632,9793,7975,8484,10098,8175
simGenes_8619,2525,2596,2637,2491,2581,2604,2541,2486
simGenes_8620,1665,1530,1438,1431,1558,1433,1579,1572
simGenes_8621,1432,1459,1752,1335,888,1028,879,972
simGenes_8622,1781,1402,1145,1342,1314,1740,1657,1284
simGenes_8623,356,356,534,513,364,365,373,491
simGenes_8624,2903,2995,3400,3268,2597,3289,2703,2495
simGenes_8625,7833,4411,6631,4190,5921,4375,4965,6110
simGenes_8626,491,422,448,530,210,414,481,321
simGenes_8627,974,820,1116,932,765,1182,849,989
simGenes_8628,359,378,574,415,544,361,469,319
simGenes_8629,300,463,604,410,338,226,396,395
simGenes_8630,3254,2125,2109,3643,2655,2601,3201,2315
simGenes_8631,1276,1207,791,1080,1229,1167,1078,1126
simGenes_8632,227,162,179,234,218,143,205,223
simGenes_8633,238,394,315,239,412,422,553,482
simGenes_8634,2895,2995,3184,2963,2996,2667,2815,2676
simGenes_8635,4085,3306,3031,3868,3861,3443,3762,3773
simGenes_8636,6462,8552,6710,6566,5593,8607,6967,7724
simGenes_8637,2420,3034,3309,3175,2367,3180,2342,2090
simGenes_8638,178,29,39,94,176,128,54,82
simGenes_8639,301,630,529,188,384,129,497,468
simGenes_8640,3124,2375,2995,2175,2264,2102,2275,4005
simGenes_8641,254,232,263,286,253,226,233,243
simGenes_8642,20779,23065,22019,25621,54594,53012,43864,57239
simGenes_8643,765,627,626,543,749,1097,1830,1085
simGenes_8644,7903,7843,10864,9224,2579,2772,2611,2499
simGenes_8645,3519,3529,3872,3958,3862,4185,4039,3887
simGenes_8646,4104,4906,3904,5790,2039,1879,2162,2105
simGenes_8647,3132,1031,4610,3120,1890,1599,2217,4601
simGenes_8648,731,389,483,537,437,436,919,883
simGenes_8649,1580,1891,1238,2015,1519,2046,1605,1729
simGenes_8650,117,113,150,104,71,188,94,219
simGenes_8651,534,529,533,520,448,489,544,489
simGenes_8652,778,1032,690,621,1167,446,725,689
simGenes_8653,290,351,229,304,359,282,145,322
